File Name,Processing State,Status for average values,Average,Variance,Status for max values,Maximum,Date,Details
20240415_113034_sub-NA_file-emptyRoom-raw.fif,PROCESSED,['🟢 In the threshold'],"[2.6387205026465205e-11, 9.964549771324746e-11, 3.936193877440222e-12, 6.205484772567115e-11, 2.4418605422487478e-11, 3.9877904940377643e-11, -2.4440208246234668e-11, 4.156455671165103e-11, -3.659958232434861e-12, -1.1573468629071552e-10, -1.4397061558831853e-10, -9.209270261368593e-11, -6.738545734741239e-11, -1.3252670960176243e-10, -3.034709570498265e-11, -7.896851969650792e-11, 9.550658114162957e-11, 4.437345461863677e-12, 2.803383792932922e-11, 1.7852442415061233e-11, 9.581059628888871e-12, 1.4764319623639004e-11, 7.704684201148065e-12, 3.150556511879113e-11, 4.561434057749021e-11, -5.260708544623817e-11, -9.28496195255505e-12, -3.8831947630498236e-11, -1.048022398075667e-10, -8.335066623867595e-11, -1.6387001396590157e-11, -6.602923636280244e-11, 3.9128254958811426e-11, 2.3280827145561746e-12, -5.368487674495444e-11, 7.39034738235324e-11, -3.8821143856158697e-11, 6.521745853637229e-11, -4.820523767042495e-11, 8.280870786969536e-11, -3.6810654918221206e-11, 8.624103704080273e-10, 5.192354774712824e-11, 1.21511760557308e-09, 4.439368403967187e-11, 1.1527505875801486e-09, 2.109940716539342e-11, 1.1584032006599735e-09, 1.0310227587809448e-10, -5.654258203622489e-11, 1.0932605994600591e-10, -5.150794619260258e-11, 8.844519138941498e-11, -3.7223083710959905e-11, 2.350534869341222e-10, -1.2057516860669587e-11, 1.2555857905587209e-10, -2.5389467799332348e-11, 9.155392274390963e-12, 5.5025149996838834e-11, -5.951702223058247e-11, 1.3390355169676404e-11, 4.0901378369204095e-12, 1.0530768064019079e-10, 2.3466846168155416e-10, 1.9891503888576518e-10, 2.1093826525799112e-10, 2.7154412792809415e-10, -7.349783160801289e-11, -7.003749866688299e-11, -2.8863908937191778e-11, -4.030329035143779e-11, 1.7883307297860955e-10, 1.9872428137669347e-10, 6.300534104849272e-11, 2.0803391140383166e-10, -3.6780297440610805e-11, 9.222481681018864e-11, 1.181199846384106e-10, 1.386660805783951e-10, -5.626529922630706e-11, -7.631668822401385e-11, -5.863134881633767e-11, -7.648900595126536e-11, -1.3619062050224741e-10, -1.0657603167582825e-10, -8.240307465404619e-11, -8.536353125487897e-11, -9.939552349486829e-11, -6.977732930539514e-11, -4.765889972454518e-11, -2.622153577342269e-11, -1.2565728637870004e-10, -7.714507129119621e-11, -9.825887155171439e-11, -8.52520834906149e-11]","[4.1907148809235954e-22, 5.978693785421201e-22, 4.73551971363787e-22, 6.57027639587047e-22, 2.493856788687792e-22, 7.87834376100617e-22, 3.4924339977475685e-22, 5.097627408525975e-22, 6.092146143691097e-22, 6.578613617964464e-22, 2.455669485246888e-22, 3.5945175138932556e-22, 2.135300850683503e-22, 5.370717286564313e-22, 3.060357860253449e-22, 3.37851468587705e-22, 1.9225577733578435e-22, 7.784426675967291e-22, 1.4703757324854262e-22, 8.629198911642756e-22, 5.137575028919465e-22, 4.892029592760489e-22, 3.42792018595862e-22, 4.88791572141322e-22, 6.168973797855694e-22, 4.2294340446171464e-22, 6.104543075010989e-22, 4.899383757943037e-22, 3.2736990908989863e-22, 4.673155361482411e-22, 2.577789662980913e-22, 3.494006682423282e-22, 3.073391861046173e-22, 9.49192852922012e-23, 1.0520278502645277e-21, 6.808433771500246e-22, 9.480921190218479e-22, 6.590986728700232e-22, 1.143206052179392e-21, 3.412643165518592e-22, 7.861159084816556e-22, 1.867669341276214e-21, 2.6402463199654694e-22, 3.032730355372928e-21, 6.255052735196472e-22, 3.621352037362032e-21, 8.053772897236267e-22, 2.6909453103331034e-21, 1.1470015813488073e-21, 3.297220060074308e-22, 3.565245024648343e-22, 2.848612289197536e-22, 1.98643787823567e-22, 1.3390815841833199e-22, 2.8354448844981293e-22, 2.2157290929615077e-22, 2.8963901486735102e-21, 1.413917980896369e-22, 4.264700647642643e-22, 6.767531283636541e-22, 4.0300918289116177e-22, 1.058906012777618e-22, 4.64419938535301e-22, 5.257162714522283e-22, 3.9778196195407113e-22, 1.8438609631583199e-22, 2.4124777423266737e-22, 4.733151362002815e-22, 7.570643848875885e-22, 2.9150607988659406e-22, 7.226364742757768e-22, 6.88129064659848e-22, 2.850839531630332e-22, 2.5867375572286904e-22, 9.045849550281283e-22, 2.8270045931105844e-22, 7.004988265272595e-22, 1.8745562829029202e-22, 2.253268960243322e-22, 5.557110899520804e-22, 6.944201669684789e-22, 8.3689243598062815e-22, 4.048203944639243e-21, 7.520185026428697e-22, 9.826460840217808e-22, 7.967752674915572e-22, 5.401171901707346e-22, 6.865807030571935e-22, 8.203164704518441e-22, 6.073063536900457e-22, 7.880336160583939e-22, 6.285785088102358e-22, 9.104233229426928e-22, 7.923883501972159e-22, 6.236459568718126e-22, 4.361480002234002e-22]",['🟢 In the threshold'],"[7.833105973601135e-11, 1.697026087475561e-10, 5.516755082013218e-11, 1.4514036438961396e-10, 7.063426484369437e-11, 1.2763367159800284e-10, 3.302965622973349e-11, 1.2440683018273426e-10, 5.698815687139644e-11, -4.915636338413504e-11, -9.53690074062877e-11, -2.422662285106644e-11, -3.742273550688299e-11, -5.825939364045634e-11, 1.3979854498688288e-11, -5.551817217089059e-12, 1.3615545790386902e-10, 8.68753458077016e-11, 6.222122740597785e-11, 1.1914188497990208e-10, 6.050937022286326e-11, 9.139967371882484e-11, 5.8030646021244974e-11, 1.0837949699405568e-10, 9.916771786958471e-11, 1.4071728542469904e-11, 4.241018359788498e-11, 3.5849626879683487e-11, -4.973573235410482e-11, -1.3974229557232271e-11, 2.8897199240046124e-11, 1.3799856372095735e-12, 8.502474006867192e-11, 3.472088862750935e-11, 3.0963427734889806e-11, 1.1200383427221615e-10, 4.0073957913152466e-11, 1.218624816641291e-10, 3.682086677108914e-11, 1.138863146794966e-10, 1.5125467575230475e-11, 9.416939489176775e-10, 9.251153714663092e-11, 1.326634942479735e-09, 9.295028258020027e-11, 1.2694142880281565e-09, 8.416787398687195e-11, 1.2638812206159208e-09, 1.8614618760397996e-10, -2.29010116479317e-11, 1.5630024823835226e-10, -1.5228591501924125e-11, 1.2681430512590966e-10, -1.4343600712844073e-11, 2.71967794378921e-10, 1.915105067725351e-11, 2.2380892061298635e-10, -1.2149873544997332e-12, 5.829314328919245e-11, 1.1353944328970887e-10, -1.3580483655311061e-11, 3.699898991719635e-11, 5.743627720739248e-11, 1.3562108846554738e-10, 2.679440862573833e-10, 2.3168946359286657e-10, 2.402374996255275e-10, 3.1321549007589573e-10, -4.2644556158552365e-11, -3.2356538235496754e-11, 2.5767856810015175e-11, 9.64864957755498e-12, 2.1919459363856684e-10, 2.3125071815929722e-10, 1.359623349138791e-10, 2.3168946359286657e-10, 3.937834015309166e-11, 1.174019030895074e-10, 1.461584787931531e-10, 1.67495756716312e-10, 2.5252237176546925e-11, -4.931198676441818e-13, 7.814974912307906e-10, -1.2260497393632339e-11, -6.916240516270318e-11, -3.231903862578997e-11, -3.1402173168459154e-11, -2.006229119312831e-11, -2.2792262779782033e-11, 7.696794892316983e-12, 1.5513588535695668e-11, 1.932167390141937e-11, -4.93176117058742e-11, -3.787460580384971e-13, -3.224591438686175e-11, -1.7562942206171298e-11]",Unknown Date,Nothing added yet
20240813_113034_sub-NA_file-emptyRoom-test-two-files-raw.fif,PROCESSED,['🟢 In the threshold'],"[2.6387205026465205e-11, 9.964549771324746e-11, 3.936193877440222e-12, 6.205484772567115e-11, 2.4418605422487478e-11, 3.9877904940377643e-11, -2.4440208246234668e-11, 4.156455671165103e-11, -3.659958232434861e-12, -1.1573468629071552e-10, -1.4397061558831853e-10, -9.209270261368593e-11, -6.738545734741239e-11, -1.3252670960176243e-10, -3.034709570498265e-11, -7.896851969650792e-11, 9.550658114162957e-11, 4.437345461863677e-12, 2.803383792932922e-11, 1.7852442415061233e-11, 9.581059628888871e-12, 1.4764319623639004e-11, 7.704684201148065e-12, 3.150556511879113e-11, 4.561434057749021e-11, -5.260708544623817e-11, -9.28496195255505e-12, -3.8831947630498236e-11, -1.048022398075667e-10, -8.335066623867595e-11, -1.6387001396590157e-11, -6.602923636280244e-11, 3.9128254958811426e-11, 2.3280827145561746e-12, -5.368487674495444e-11, 7.39034738235324e-11, -3.8821143856158697e-11, 6.521745853637229e-11, -4.820523767042495e-11, 8.280870786969536e-11, -3.6810654918221206e-11, 8.624103704080273e-10, 5.192354774712824e-11, 1.21511760557308e-09, 4.439368403967187e-11, 1.1527505875801486e-09, 2.109940716539342e-11, 1.1584032006599735e-09, 1.0310227587809448e-10, -5.654258203622489e-11, 1.0932605994600591e-10, -5.150794619260258e-11, 8.844519138941498e-11, -3.7223083710959905e-11, 2.350534869341222e-10, -1.2057516860669587e-11, 1.2555857905587209e-10, -2.5389467799332348e-11, 9.155392274390963e-12, 5.5025149996838834e-11, -5.951702223058247e-11, 1.3390355169676404e-11, 4.0901378369204095e-12, 1.0530768064019079e-10, 2.3466846168155416e-10, 1.9891503888576518e-10, 2.1093826525799112e-10, 2.7154412792809415e-10, -7.349783160801289e-11, -7.003749866688299e-11, -2.8863908937191778e-11, -4.030329035143779e-11, 1.7883307297860955e-10, 1.9872428137669347e-10, 6.300534104849272e-11, 2.0803391140383166e-10, -3.6780297440610805e-11, 9.222481681018864e-11, 1.181199846384106e-10, 1.386660805783951e-10, -5.626529922630706e-11, -7.631668822401385e-11, -5.863134881633767e-11, -7.648900595126536e-11, -1.3619062050224741e-10, -1.0657603167582825e-10, -8.240307465404619e-11, -8.536353125487897e-11, -9.939552349486829e-11, -6.977732930539514e-11, -4.765889972454518e-11, -2.622153577342269e-11, -1.2565728637870004e-10, -7.714507129119621e-11, -9.825887155171439e-11, -8.52520834906149e-11]","[4.1907148809235954e-22, 5.978693785421201e-22, 4.73551971363787e-22, 6.57027639587047e-22, 2.493856788687792e-22, 7.87834376100617e-22, 3.4924339977475685e-22, 5.097627408525975e-22, 6.092146143691097e-22, 6.578613617964464e-22, 2.455669485246888e-22, 3.5945175138932556e-22, 2.135300850683503e-22, 5.370717286564313e-22, 3.060357860253449e-22, 3.37851468587705e-22, 1.9225577733578435e-22, 7.784426675967291e-22, 1.4703757324854262e-22, 8.629198911642756e-22, 5.137575028919465e-22, 4.892029592760489e-22, 3.42792018595862e-22, 4.88791572141322e-22, 6.168973797855694e-22, 4.2294340446171464e-22, 6.104543075010989e-22, 4.899383757943037e-22, 3.2736990908989863e-22, 4.673155361482411e-22, 2.577789662980913e-22, 3.494006682423282e-22, 3.073391861046173e-22, 9.49192852922012e-23, 1.0520278502645277e-21, 6.808433771500246e-22, 9.480921190218479e-22, 6.590986728700232e-22, 1.143206052179392e-21, 3.412643165518592e-22, 7.861159084816556e-22, 1.867669341276214e-21, 2.6402463199654694e-22, 3.032730355372928e-21, 6.255052735196472e-22, 3.621352037362032e-21, 8.053772897236267e-22, 2.6909453103331034e-21, 1.1470015813488073e-21, 3.297220060074308e-22, 3.565245024648343e-22, 2.848612289197536e-22, 1.98643787823567e-22, 1.3390815841833199e-22, 2.8354448844981293e-22, 2.2157290929615077e-22, 2.8963901486735102e-21, 1.413917980896369e-22, 4.264700647642643e-22, 6.767531283636541e-22, 4.0300918289116177e-22, 1.058906012777618e-22, 4.64419938535301e-22, 5.257162714522283e-22, 3.9778196195407113e-22, 1.8438609631583199e-22, 2.4124777423266737e-22, 4.733151362002815e-22, 7.570643848875885e-22, 2.9150607988659406e-22, 7.226364742757768e-22, 6.88129064659848e-22, 2.850839531630332e-22, 2.5867375572286904e-22, 9.045849550281283e-22, 2.8270045931105844e-22, 7.004988265272595e-22, 1.8745562829029202e-22, 2.253268960243322e-22, 5.557110899520804e-22, 6.944201669684789e-22, 8.3689243598062815e-22, 4.048203944639243e-21, 7.520185026428697e-22, 9.826460840217808e-22, 7.967752674915572e-22, 5.401171901707346e-22, 6.865807030571935e-22, 8.203164704518441e-22, 6.073063536900457e-22, 7.880336160583939e-22, 6.285785088102358e-22, 9.104233229426928e-22, 7.923883501972159e-22, 6.236459568718126e-22, 4.361480002234002e-22]",['🟢 In the threshold'],"[7.833105973601135e-11, 1.697026087475561e-10, 5.516755082013218e-11, 1.4514036438961396e-10, 7.063426484369437e-11, 1.2763367159800284e-10, 3.302965622973349e-11, 1.2440683018273426e-10, 5.698815687139644e-11, -4.915636338413504e-11, -9.53690074062877e-11, -2.422662285106644e-11, -3.742273550688299e-11, -5.825939364045634e-11, 1.3979854498688288e-11, -5.551817217089059e-12, 1.3615545790386902e-10, 8.68753458077016e-11, 6.222122740597785e-11, 1.1914188497990208e-10, 6.050937022286326e-11, 9.139967371882484e-11, 5.8030646021244974e-11, 1.0837949699405568e-10, 9.916771786958471e-11, 1.4071728542469904e-11, 4.241018359788498e-11, 3.5849626879683487e-11, -4.973573235410482e-11, -1.3974229557232271e-11, 2.8897199240046124e-11, 1.3799856372095735e-12, 8.502474006867192e-11, 3.472088862750935e-11, 3.0963427734889806e-11, 1.1200383427221615e-10, 4.0073957913152466e-11, 1.218624816641291e-10, 3.682086677108914e-11, 1.138863146794966e-10, 1.5125467575230475e-11, 9.416939489176775e-10, 9.251153714663092e-11, 1.326634942479735e-09, 9.295028258020027e-11, 1.2694142880281565e-09, 8.416787398687195e-11, 1.2638812206159208e-09, 1.8614618760397996e-10, -2.29010116479317e-11, 1.5630024823835226e-10, -1.5228591501924125e-11, 1.2681430512590966e-10, -1.4343600712844073e-11, 2.71967794378921e-10, 1.915105067725351e-11, 2.2380892061298635e-10, -1.2149873544997332e-12, 5.829314328919245e-11, 1.1353944328970887e-10, -1.3580483655311061e-11, 3.699898991719635e-11, 5.743627720739248e-11, 1.3562108846554738e-10, 2.679440862573833e-10, 2.3168946359286657e-10, 2.402374996255275e-10, 3.1321549007589573e-10, -4.2644556158552365e-11, -3.2356538235496754e-11, 2.5767856810015175e-11, 9.64864957755498e-12, 2.1919459363856684e-10, 2.3125071815929722e-10, 1.359623349138791e-10, 2.3168946359286657e-10, 3.937834015309166e-11, 1.174019030895074e-10, 1.461584787931531e-10, 1.67495756716312e-10, 2.5252237176546925e-11, -4.931198676441818e-13, 7.814974912307906e-10, -1.2260497393632339e-11, -6.916240516270318e-11, -3.231903862578997e-11, -3.1402173168459154e-11, -2.006229119312831e-11, -2.2792262779782033e-11, 7.696794892316983e-12, 1.5513588535695668e-11, 1.932167390141937e-11, -4.93176117058742e-11, -3.787460580384971e-13, -3.224591438686175e-11, -1.7562942206171298e-11]",Unknown Date,Nothing added yet
